YearStart,YearEnd,LocationAbbr,LocationDesc,Data_Value,Education,GeoLocation,Stratification1,StratificationCategoryId1,StratificationID1
2013,2013,MA,Massachusetts,16.8,College graduate,"(42.27687047000046, -72.08269067499964)",College graduate,EDU,EDUCOGRAD
2014,2014,MA,Massachusetts,26.1,Some college or technical school,"(42.27687047000046, -72.08269067499964)",Some college or technical school,EDU,EDUCOTEC
2014,2014,MA,Massachusetts,30.2,Less than high school,"(42.27687047000046, -72.08269067499964)",Less than high school,EDU,EDUHS
2014,2014,MA,Massachusetts,26.4,High school graduate,"(42.27687047000046, -72.08269067499964)",High school graduate,EDU,EDUHSGRAD
2014,2014,MA,Massachusetts,17,College graduate,"(42.27687047000046, -72.08269067499964)",College graduate,EDU,EDUCOGRAD
2015,2015,MA,Massachusetts,26.5,Some college or technical school,"(42.27687047000046, -72.08269067499964)",Some college or technical school,EDU,EDUCOTEC
2015,2015,MA,Massachusetts,34.8,Less than high school,"(42.27687047000046, -72.08269067499964)",Less than high school,EDU,EDUHS
2015,2015,MA,Massachusetts,27.5,High school graduate,"(42.27687047000046, -72.08269067499964)",High school graduate,EDU,EDUHSGRAD
2015,2015,MA,Massachusetts,17.3,College graduate,"(42.27687047000046, -72.08269067499964)",College graduate,EDU,EDUCOGRAD
2011,2011,MI,Michigan,32.8,Some college or technical school,"(44.6613195430005, -84.71439026999968)",Some college or technical school,EDU,EDUCOTEC
2011,2011,MI,Michigan,33.8,Less than high school,"(44.6613195430005, -84.71439026999968)",Less than high school,EDU,EDUHS
2011,2011,MI,Michigan,32.1,High school graduate,"(44.6613195430005, -84.71439026999968)",High school graduate,EDU,EDUHSGRAD
2011,2011,MI,Michigan,26.6,College graduate,"(44.6613195430005, -84.71439026999968)",College graduate,EDU,EDUCOGRAD
2012,2012,MI,Michigan,32.4,Some college or technical school,"(44.6613195430005, -84.71439026999968)",Some college or technical school,EDU,EDUCOTEC
2012,2012,MI,Michigan,30.6,Less than high school,"(44.6613195430005, -84.71439026999968)",Less than high school,EDU,EDUHS
2012,2012,MI,Michigan,33.9,High school graduate,"(44.6613195430005, -84.71439026999968)",High school graduate,EDU,EDUHSGRAD
2012,2012,MI,Michigan,25.5,College graduate,"(44.6613195430005, -84.71439026999968)",College graduate,EDU,EDUCOGRAD
2013,2013,MI,Michigan,34.5,Some college or technical school,"(44.6613195430005, -84.71439026999968)",Some college or technical school,EDU,EDUCOTEC
2013,2013,MI,Michigan,31.5,Less than high school,"(44.6613195430005, -84.71439026999968)",Less than high school,EDU,EDUHS
2013,2013,MI,Michigan,32.7,High school graduate,"(44.6613195430005, -84.71439026999968)",High school graduate,EDU,EDUHSGRAD
2013,2013,MI,Michigan,25.5,College graduate,"(44.6613195430005, -84.71439026999968)",College graduate,EDU,EDUCOGRAD
2014,2014,MI,Michigan,32.4,Some college or technical school,"(44.6613195430005, -84.71439026999968)",Some college or technical school,EDU,EDUCOTEC
2014,2014,MI,Michigan,29.4,Less than high school,"(44.6613195430005, -84.71439026999968)",Less than high school,EDU,EDUHS
2014,2014,MI,Michigan,33.6,High school graduate,"(44.6613195430005, -84.71439026999968)",High school graduate,EDU,EDUHSGRAD
2014,2014,MI,Michigan,25.2,College graduate,"(44.6613195430005, -84.71439026999968)",College graduate,EDU,EDUCOGRAD
2015,2015,MI,Michigan,32.1,Some college or technical school,"(44.6613195430005, -84.71439026999968)",Some college or technical school,EDU,EDUCOTEC
2015,2015,MI,Michigan,31.8,Less than high school,"(44.6613195430005, -84.71439026999968)",Less than high school,EDU,EDUHS
2015,2015,MI,Michigan,34.2,High school graduate,"(44.6613195430005, -84.71439026999968)",High school graduate,EDU,EDUHSGRAD
2015,2015,MI,Michigan,25.9,College graduate,"(44.6613195430005, -84.71439026999968)",College graduate,EDU,EDUCOGRAD
2011,2011,MN,Minnesota,27.2,Some college or technical school,"(46.35564873600049, -94.79420050299967)",Some college or technical school,EDU,EDUCOTEC
2011,2011,MN,Minnesota,28.2,Less than high school,"(46.35564873600049, -94.79420050299967)",Less than high school,EDU,EDUHS
2011,2011,MN,Minnesota,28.9,High school graduate,"(46.35564873600049, -94.79420050299967)",High school graduate,EDU,EDUHSGRAD
2011,2011,MN,Minnesota,20.1,College graduate,"(46.35564873600049, -94.79420050299967)",College graduate,EDU,EDUCOGRAD
2012,2012,MN,Minnesota,27.4,Some college or technical school,"(46.35564873600049, -94.79420050299967)",Some college or technical school,EDU,EDUCOTEC
2012,2012,MN,Minnesota,31.6,Less than high school,"(46.35564873600049, -94.79420050299967)",Less than high school,EDU,EDUHS
2012,2012,MN,Minnesota,28.2,High school graduate,"(46.35564873600049, -94.79420050299967)",High school graduate,EDU,EDUHSGRAD
2012,2012,MN,Minnesota,19.6,College graduate,"(46.35564873600049, -94.79420050299967)",College graduate,EDU,EDUCOGRAD
2013,2013,MN,Minnesota,27.9,Some college or technical school,"(46.35564873600049, -94.79420050299967)",Some college or technical school,EDU,EDUCOTEC
2013,2013,MN,Minnesota,27.1,Less than high school,"(46.35564873600049, -94.79420050299967)",Less than high school,EDU,EDUHS
2013,2013,MN,Minnesota,28.7,High school graduate,"(46.35564873600049, -94.79420050299967)",High school graduate,EDU,EDUHSGRAD
2013,2013,MN,Minnesota,19.1,College graduate,"(46.35564873600049, -94.79420050299967)",College graduate,EDU,EDUCOGRAD
2014,2014,MN,Minnesota,30.3,Some college or technical school,"(46.35564873600049, -94.79420050299967)",Some college or technical school,EDU,EDUCOTEC
2014,2014,MN,Minnesota,31.6,Less than high school,"(46.35564873600049, -94.79420050299967)",Less than high school,EDU,EDUHS
2014,2014,MN,Minnesota,29.3,High school graduate,"(46.35564873600049, -94.79420050299967)",High school graduate,EDU,EDUHSGRAD
2014,2014,MN,Minnesota,21.9,College graduate,"(46.35564873600049, -94.79420050299967)",College graduate,EDU,EDUCOGRAD
2015,2015,MN,Minnesota,27,Some college or technical school,"(46.35564873600049, -94.79420050299967)",Some college or technical school,EDU,EDUCOTEC
2015,2015,MN,Minnesota,30.3,Less than high school,"(46.35564873600049, -94.79420050299967)",Less than high school,EDU,EDUHS
2015,2015,MN,Minnesota,28.8,High school graduate,"(46.35564873600049, -94.79420050299967)",High school graduate,EDU,EDUHSGRAD
2015,2015,MN,Minnesota,21.8,College graduate,"(46.35564873600049, -94.79420050299967)",College graduate,EDU,EDUCOGRAD
2011,2011,MS,Mississippi,36.9,Some college or technical school,"(32.745510099000455, -89.53803082499968)",Some college or technical school,EDU,EDUCOTEC
2011,2011,MS,Mississippi,35.4,Less than high school,"(32.745510099000455, -89.53803082499968)",Less than high school,EDU,EDUHS
2011,2011,MS,Mississippi,34.7,High school graduate,"(32.745510099000455, -89.53803082499968)",High school graduate,EDU,EDUHSGRAD
2011,2011,MS,Mississippi,31.2,College graduate,"(32.745510099000455, -89.53803082499968)",College graduate,EDU,EDUCOGRAD
2012,2012,MS,Mississippi,35.6,Some college or technical school,"(32.745510099000455, -89.53803082499968)",Some college or technical school,EDU,EDUCOTEC
2012,2012,MS,Mississippi,37.4,Less than high school,"(32.745510099000455, -89.53803082499968)",Less than high school,EDU,EDUHS
2012,2012,MS,Mississippi,34.1,High school graduate,"(32.745510099000455, -89.53803082499968)",High school graduate,EDU,EDUHSGRAD
2012,2012,MS,Mississippi,30.6,College graduate,"(32.745510099000455, -89.53803082499968)",College graduate,EDU,EDUCOGRAD
2013,2013,MS,Mississippi,32.7,Some college or technical school,"(32.745510099000455, -89.53803082499968)",Some college or technical school,EDU,EDUCOTEC
2013,2013,MS,Mississippi,38.7,Less than high school,"(32.745510099000455, -89.53803082499968)",Less than high school,EDU,EDUHS
2013,2013,MS,Mississippi,38.2,High school graduate,"(32.745510099000455, -89.53803082499968)",High school graduate,EDU,EDUHSGRAD
2013,2013,MS,Mississippi,30.6,College graduate,"(32.745510099000455, -89.53803082499968)",College graduate,EDU,EDUCOGRAD
2014,2014,MS,Mississippi,36.2,Some college or technical school,"(32.745510099000455, -89.53803082499968)",Some college or technical school,EDU,EDUCOTEC
2014,2014,MS,Mississippi,36.9,Less than high school,"(32.745510099000455, -89.53803082499968)",Less than high school,EDU,EDUHS
2014,2014,MS,Mississippi,37.7,High school graduate,"(32.745510099000455, -89.53803082499968)",High school graduate,EDU,EDUHSGRAD
2014,2014,MS,Mississippi,29.4,College graduate,"(32.745510099000455, -89.53803082499968)",College graduate,EDU,EDUCOGRAD
2015,2015,MS,Mississippi,37.2,Some college or technical school,"(32.745510099000455, -89.53803082499968)",Some college or technical school,EDU,EDUCOTEC
2015,2015,MS,Mississippi,38.2,Less than high school,"(32.745510099000455, -89.53803082499968)",Less than high school,EDU,EDUHS
2015,2015,MS,Mississippi,35,High school graduate,"(32.745510099000455, -89.53803082499968)",High school graduate,EDU,EDUHSGRAD
2015,2015,MS,Mississippi,30.9,College graduate,"(32.745510099000455, -89.53803082499968)",College graduate,EDU,EDUCOGRAD
2011,2011,MO,Missouri,31.5,Some college or technical school,"(38.635790776000476, -92.56630005299968)",Some college or technical school,EDU,EDUCOTEC
2011,2011,MO,Missouri,33.8,Less than high school,"(38.635790776000476, -92.56630005299968)",Less than high school,EDU,EDUHS
2011,2011,MO,Missouri,30.3,High school graduate,"(38.635790776000476, -92.56630005299968)",High school graduate,EDU,EDUHSGRAD
2011,2011,MO,Missouri,26.4,College graduate,"(38.635790776000476, -92.56630005299968)",College graduate,EDU,EDUCOGRAD
2012,2012,MO,Missouri,29.9,Some college or technical school,"(38.635790776000476, -92.56630005299968)",Some college or technical school,EDU,EDUCOTEC
2012,2012,MO,Missouri,33.9,Less than high school,"(38.635790776000476, -92.56630005299968)",Less than high school,EDU,EDUHS
2012,2012,MO,Missouri,29.1,High school graduate,"(38.635790776000476, -92.56630005299968)",High school graduate,EDU,EDUHSGRAD
2012,2012,MO,Missouri,27.3,College graduate,"(38.635790776000476, -92.56630005299968)",College graduate,EDU,EDUCOGRAD
2013,2013,MO,Missouri,34,Some college or technical school,"(38.635790776000476, -92.56630005299968)",Some college or technical school,EDU,EDUCOTEC
2013,2013,MO,Missouri,31.3,Less than high school,"(38.635790776000476, -92.56630005299968)",Less than high school,EDU,EDUHS
2013,2013,MO,Missouri,32,High school graduate,"(38.635790776000476, -92.56630005299968)",High school graduate,EDU,EDUHSGRAD
2013,2013,MO,Missouri,23.1,College graduate,"(38.635790776000476, -92.56630005299968)",College graduate,EDU,EDUCOGRAD
2014,2014,MO,Missouri,30.3,Some college or technical school,"(38.635790776000476, -92.56630005299968)",Some college or technical school,EDU,EDUCOTEC
2014,2014,MO,Missouri,33.7,Less than high school,"(38.635790776000476, -92.56630005299968)",Less than high school,EDU,EDUHS
2014,2014,MO,Missouri,32.7,High school graduate,"(38.635790776000476, -92.56630005299968)",High school graduate,EDU,EDUHSGRAD
2014,2014,MO,Missouri,25.2,College graduate,"(38.635790776000476, -92.56630005299968)",College graduate,EDU,EDUCOGRAD
2015,2015,MO,Missouri,32.6,Some college or technical school,"(38.635790776000476, -92.56630005299968)",Some college or technical school,EDU,EDUCOTEC
2015,2015,MO,Missouri,38.5,Less than high school,"(38.635790776000476, -92.56630005299968)",Less than high school,EDU,EDUHS
2015,2015,MO,Missouri,32.7,High school graduate,"(38.635790776000476, -92.56630005299968)",High school graduate,EDU,EDUHSGRAD
2015,2015,MO,Missouri,28.7,College graduate,"(38.635790776000476, -92.56630005299968)",College graduate,EDU,EDUCOGRAD
2011,2011,MT,Montana,25.3,Some college or technical school,"(47.06652897200047, -109.42442064499971)",Some college or technical school,EDU,EDUCOTEC
2011,2011,MT,Montana,23.5,Less than high school,"(47.06652897200047, -109.42442064499971)",Less than high school,EDU,EDUHS
2011,2011,MT,Montana,27.8,High school graduate,"(47.06652897200047, -109.42442064499971)",High school graduate,EDU,EDUHSGRAD
2011,2011,MT,Montana,20.2,College graduate,"(47.06652897200047, -109.42442064499971)",College graduate,EDU,EDUCOGRAD
2012,2012,MT,Montana,26.3,Some college or technical school,"(47.06652897200047, -109.42442064499971)",Some college or technical school,EDU,EDUCOTEC
2012,2012,MT,Montana,30.3,Less than high school,"(47.06652897200047, -109.42442064499971)",Less than high school,EDU,EDUHS
2012,2012,MT,Montana,25.6,High school graduate,"(47.06652897200047, -109.42442064499971)",High school graduate,EDU,EDUHSGRAD
2012,2012,MT,Montana,17.7,College graduate,"(47.06652897200047, -109.42442064499971)",College graduate,EDU,EDUCOGRAD
2013,2013,MT,Montana,25.4,Some college or technical school,"(47.06652897200047, -109.42442064499971)",Some college or technical school,EDU,EDUCOTEC
2013,2013,MT,Montana,24.2,Less than high school,"(47.06652897200047, -109.42442064499971)",Less than high school,EDU,EDUHS
2013,2013,MT,Montana,27.3,High school graduate,"(47.06652897200047, -109.42442064499971)",High school graduate,EDU,EDUHSGRAD
2013,2013,MT,Montana,20.5,College graduate,"(47.06652897200047, -109.42442064499971)",College graduate,EDU,EDUCOGRAD
2014,2014,MT,Montana,26.1,Some college or technical school,"(47.06652897200047, -109.42442064499971)",Some college or technical school,EDU,EDUCOTEC
2014,2014,MT,Montana,34.4,Less than high school,"(47.06652897200047, -109.42442064499971)",Less than high school,EDU,EDUHS
2014,2014,MT,Montana,29.5,High school graduate,"(47.06652897200047, -109.42442064499971)",High school graduate,EDU,EDUHSGRAD
2014,2014,MT,Montana,20.5,College graduate,"(47.06652897200047, -109.42442064499971)",College graduate,EDU,EDUCOGRAD
2015,2015,MT,Montana,25.8,Some college or technical school,"(47.06652897200047, -109.42442064499971)",Some college or technical school,EDU,EDUCOTEC
2015,2015,MT,Montana,27.5,Less than high school,"(47.06652897200047, -109.42442064499971)",Less than high school,EDU,EDUHS
2015,2015,MT,Montana,24.6,High school graduate,"(47.06652897200047, -109.42442064499971)",High school graduate,EDU,EDUHSGRAD
2015,2015,MT,Montana,18.5,College graduate,"(47.06652897200047, -109.42442064499971)",College graduate,EDU,EDUCOGRAD
2011,2011,NE,Nebraska,30,Some college or technical school,"(41.6410409880005, -99.36572062299967)",Some college or technical school,EDU,EDUCOTEC
2011,2011,NE,Nebraska,28.1,Less than high school,"(41.6410409880005, -99.36572062299967)",Less than high school,EDU,EDUHS
2011,2011,NE,Nebraska,30.3,High school graduate,"(41.6410409880005, -99.36572062299967)",High school graduate,EDU,EDUHSGRAD
2011,2011,NE,Nebraska,24.1,College graduate,"(41.6410409880005, -99.36572062299967)",College graduate,EDU,EDUCOGRAD
2012,2012,NE,Nebraska,28.7,Some college or technical school,"(41.6410409880005, -99.36572062299967)",Some college or technical school,EDU,EDUCOTEC
2012,2012,NE,Nebraska,29.5,Less than high school,"(41.6410409880005, -99.36572062299967)",Less than high school,EDU,EDUHS
2012,2012,NE,Nebraska,32,High school graduate,"(41.6410409880005, -99.36572062299967)",High school graduate,EDU,EDUHSGRAD
2012,2012,NE,Nebraska,24.5,College graduate,"(41.6410409880005, -99.36572062299967)",College graduate,EDU,EDUCOGRAD
2013,2013,NE,Nebraska,32.1,Some college or technical school,"(41.6410409880005, -99.36572062299967)",Some college or technical school,EDU,EDUCOTEC
2013,2013,NE,Nebraska,30.1,Less than high school,"(41.6410409880005, -99.36572062299967)",Less than high school,EDU,EDUHS
2013,2013,NE,Nebraska,30.9,High school graduate,"(41.6410409880005, -99.36572062299967)",High school graduate,EDU,EDUHSGRAD
2013,2013,NE,Nebraska,24.3,College graduate,"(41.6410409880005, -99.36572062299967)",College graduate,EDU,EDUCOGRAD
2014,2014,NE,Nebraska,32.5,Some college or technical school,"(41.6410409880005, -99.36572062299967)",Some college or technical school,EDU,EDUCOTEC
2014,2014,NE,Nebraska,34.9,Less than high school,"(41.6410409880005, -99.36572062299967)",Less than high school,EDU,EDUHS
2014,2014,NE,Nebraska,31.1,High school graduate,"(41.6410409880005, -99.36572062299967)",High school graduate,EDU,EDUHSGRAD
2014,2014,NE,Nebraska,24.4,College graduate,"(41.6410409880005, -99.36572062299967)",College graduate,EDU,EDUCOGRAD
2015,2015,NE,Nebraska,34.3,Some college or technical school,"(41.6410409880005, -99.36572062299967)",Some college or technical school,EDU,EDUCOTEC
2015,2015,NE,Nebraska,29.6,Less than high school,"(41.6410409880005, -99.36572062299967)",Less than high school,EDU,EDUHS
2015,2015,NE,Nebraska,34.1,High school graduate,"(41.6410409880005, -99.36572062299967)",High school graduate,EDU,EDUHSGRAD
2015,2015,NE,Nebraska,25.4,College graduate,"(41.6410409880005, -99.36572062299967)",College graduate,EDU,EDUCOGRAD
2011,2011,NV,Nevada,27.4,Some college or technical school,"(39.493240390000494, -117.07184056399967)",Some college or technical school,EDU,EDUCOTEC
2011,2011,NV,Nevada,27.6,Less than high school,"(39.493240390000494, -117.07184056399967)",Less than high school,EDU,EDUHS
2011,2011,NV,Nevada,23.1,High school graduate,"(39.493240390000494, -117.07184056399967)",High school graduate,EDU,EDUHSGRAD
2011,2011,NV,Nevada,19.4,College graduate,"(39.493240390000494, -117.07184056399967)",College graduate,EDU,EDUCOGRAD
2012,2012,NV,Nevada,27.3,Some college or technical school,"(39.493240390000494, -117.07184056399967)",Some college or technical school,EDU,EDUCOTEC
2012,2012,NV,Nevada,31.2,Less than high school,"(39.493240390000494, -117.07184056399967)",Less than high school,EDU,EDUHS
2012,2012,NV,Nevada,26.8,High school graduate,"(39.493240390000494, -117.07184056399967)",High school graduate,EDU,EDUHSGRAD
2012,2012,NV,Nevada,19.2,College graduate,"(39.493240390000494, -117.07184056399967)",College graduate,EDU,EDUCOGRAD
2013,2013,NV,Nevada,25.8,Some college or technical school,"(39.493240390000494, -117.07184056399967)",Some college or technical school,EDU,EDUCOTEC
2013,2013,NV,Nevada,27.7,Less than high school,"(39.493240390000494, -117.07184056399967)",Less than high school,EDU,EDUHS
2013,2013,NV,Nevada,29,High school graduate,"(39.493240390000494, -117.07184056399967)",High school graduate,EDU,EDUHSGRAD
2013,2013,NV,Nevada,21.4,College graduate,"(39.493240390000494, -117.07184056399967)",College graduate,EDU,EDUCOGRAD
2014,2014,NV,Nevada,27.4,Some college or technical school,"(39.493240390000494, -117.07184056399967)",Some college or technical school,EDU,EDUCOTEC
2014,2014,NV,Nevada,37.8,Less than high school,"(39.493240390000494, -117.07184056399967)",Less than high school,EDU,EDUHS
2014,2014,NV,Nevada,26.2,High school graduate,"(39.493240390000494, -117.07184056399967)",High school graduate,EDU,EDUHSGRAD
2014,2014,NV,Nevada,22.6,College graduate,"(39.493240390000494, -117.07184056399967)",College graduate,EDU,EDUCOGRAD
2015,2015,NV,Nevada,23.5,Some college or technical school,"(39.493240390000494, -117.07184056399967)",Some college or technical school,EDU,EDUCOTEC
2015,2015,NV,Nevada,34.4,Less than high school,"(39.493240390000494, -117.07184056399967)",Less than high school,EDU,EDUHS
2015,2015,NV,Nevada,30.6,High school graduate,"(39.493240390000494, -117.07184056399967)",High school graduate,EDU,EDUHSGRAD
2015,2015,NV,Nevada,20.9,College graduate,"(39.493240390000494, -117.07184056399967)",College graduate,EDU,EDUCOGRAD
2011,2011,NH,New Hampshire,29.1,Some college or technical school,"(43.65595011300047, -71.50036091999965)",Some college or technical school,EDU,EDUCOTEC
2011,2011,NH,New Hampshire,28.4,Less than high school,"(43.65595011300047, -71.50036091999965)",Less than high school,EDU,EDUHS
2011,2011,NH,New Hampshire,29.3,High school graduate,"(43.65595011300047, -71.50036091999965)",High school graduate,EDU,EDUHSGRAD
2011,2011,NH,New Hampshire,19.6,College graduate,"(43.65595011300047, -71.50036091999965)",College graduate,EDU,EDUCOGRAD
2012,2012,NH,New Hampshire,28.4,Some college or technical school,"(43.65595011300047, -71.50036091999965)",Some college or technical school,EDU,EDUCOTEC
2012,2012,NH,New Hampshire,35.8,Less than high school,"(43.65595011300047, -71.50036091999965)",Less than high school,EDU,EDUHS
2012,2012,NH,New Hampshire,30.6,High school graduate,"(43.65595011300047, -71.50036091999965)",High school graduate,EDU,EDUHSGRAD
2012,2012,NH,New Hampshire,20.7,College graduate,"(43.65595011300047, -71.50036091999965)",College graduate,EDU,EDUCOGRAD
2013,2013,NH,New Hampshire,26.6,Some college or technical school,"(43.65595011300047, -71.50036091999965)",Some college or technical school,EDU,EDUCOTEC
2013,2013,NH,New Hampshire,33.5,Less than high school,"(43.65595011300047, -71.50036091999965)",Less than high school,EDU,EDUHS
2013,2013,NH,New Hampshire,29.4,High school graduate,"(43.65595011300047, -71.50036091999965)",High school graduate,EDU,EDUHSGRAD
2013,2013,NH,New Hampshire,22.3,College graduate,"(43.65595011300047, -71.50036091999965)",College graduate,EDU,EDUCOGRAD
2014,2014,NH,New Hampshire,31.3,Some college or technical school,"(43.65595011300047, -71.50036091999965)",Some college or technical school,EDU,EDUCOTEC
2014,2014,NH,New Hampshire,26.3,Less than high school,"(43.65595011300047, -71.50036091999965)",Less than high school,EDU,EDUHS
2014,2014,NH,New Hampshire,30.6,High school graduate,"(43.65595011300047, -71.50036091999965)",High school graduate,EDU,EDUHSGRAD
2014,2014,NH,New Hampshire,21,College graduate,"(43.65595011300047, -71.50036091999965)",College graduate,EDU,EDUCOGRAD
2015,2015,NH,New Hampshire,26.9,Some college or technical school,"(43.65595011300047, -71.50036091999965)",Some college or technical school,EDU,EDUCOTEC
2015,2015,NH,New Hampshire,28.9,Less than high school,"(43.65595011300047, -71.50036091999965)",Less than high school,EDU,EDUHS
2015,2015,NH,New Hampshire,30.9,High school graduate,"(43.65595011300047, -71.50036091999965)",High school graduate,EDU,EDUHSGRAD
2015,2015,NH,New Hampshire,20.9,College graduate,"(43.65595011300047, -71.50036091999965)",College graduate,EDU,EDUCOGRAD
2011,2011,NJ,New Jersey,25.1,Some college or technical school,"(40.13057004800049, -74.27369128799967)",Some college or technical school,EDU,EDUCOTEC
2011,2011,NJ,New Jersey,29.4,Less than high school,"(40.13057004800049, -74.27369128799967)",Less than high school,EDU,EDUHS
2011,2011,NJ,New Jersey,26.9,High school graduate,"(40.13057004800049, -74.27369128799967)",High school graduate,EDU,EDUHSGRAD
2011,2011,NJ,New Jersey,17.4,College graduate,"(40.13057004800049, -74.27369128799967)",College graduate,EDU,EDUCOGRAD
2012,2012,NJ,New Jersey,26.1,Some college or technical school,"(40.13057004800049, -74.27369128799967)",Some college or technical school,EDU,EDUCOTEC
2012,2012,NJ,New Jersey,31.7,Less than high school,"(40.13057004800049, -74.27369128799967)",Less than high school,EDU,EDUHS
2012,2012,NJ,New Jersey,27.6,High school graduate,"(40.13057004800049, -74.27369128799967)",High school graduate,EDU,EDUHSGRAD
2012,2012,NJ,New Jersey,18.3,College graduate,"(40.13057004800049, -74.27369128799967)",College graduate,EDU,EDUCOGRAD
2013,2013,NJ,New Jersey,28.1,Some college or technical school,"(40.13057004800049, -74.27369128799967)",Some college or technical school,EDU,EDUCOTEC
2013,2013,NJ,New Jersey,35.5,Less than high school,"(40.13057004800049, -74.27369128799967)",Less than high school,EDU,EDUHS
2013,2013,NJ,New Jersey,29.1,High school graduate,"(40.13057004800049, -74.27369128799967)",High school graduate,EDU,EDUHSGRAD
2013,2013,NJ,New Jersey,19.1,College graduate,"(40.13057004800049, -74.27369128799967)",College graduate,EDU,EDUCOGRAD
2014,2014,NJ,New Jersey,26.3,Some college or technical school,"(40.13057004800049, -74.27369128799967)",Some college or technical school,EDU,EDUCOTEC
2014,2014,NJ,New Jersey,31.8,Less than high school,"(40.13057004800049, -74.27369128799967)",Less than high school,EDU,EDUHS
2014,2014,NJ,New Jersey,32.3,High school graduate,"(40.13057004800049, -74.27369128799967)",High school graduate,EDU,EDUHSGRAD
2014,2014,NJ,New Jersey,20.7,College graduate,"(40.13057004800049, -74.27369128799967)",College graduate,EDU,EDUCOGRAD
2015,2015,NJ,New Jersey,25.1,Some college or technical school,"(40.13057004800049, -74.27369128799967)",Some college or technical school,EDU,EDUCOTEC
2015,2015,NJ,New Jersey,32.6,Less than high school,"(40.13057004800049, -74.27369128799967)",Less than high school,EDU,EDUHS
2015,2015,NJ,New Jersey,29,High school graduate,"(40.13057004800049, -74.27369128799967)",High school graduate,EDU,EDUHSGRAD
2015,2015,NJ,New Jersey,20.4,College graduate,"(40.13057004800049, -74.27369128799967)",College graduate,EDU,EDUCOGRAD
2011,2011,NM,New Mexico,27,Some college or technical school,"(34.52088095200048, -106.24058098499967)",Some college or technical school,EDU,EDUCOTEC
2011,2011,NM,New Mexico,31.9,Less than high school,"(34.52088095200048, -106.24058098499967)",Less than high school,EDU,EDUHS
2011,2011,NM,New Mexico,27.8,High school graduate,"(34.52088095200048, -106.24058098499967)",High school graduate,EDU,EDUHSGRAD
2011,2011,NM,New Mexico,19.4,College graduate,"(34.52088095200048, -106.24058098499967)",College graduate,EDU,EDUCOGRAD
2012,2012,NM,New Mexico,29.5,Some college or technical school,"(34.52088095200048, -106.24058098499967)",Some college or technical school,EDU,EDUCOTEC
2012,2012,NM,New Mexico,31.8,Less than high school,"(34.52088095200048, -106.24058098499967)",Less than high school,EDU,EDUHS
2012,2012,NM,New Mexico,28.2,High school graduate,"(34.52088095200048, -106.24058098499967)",High school graduate,EDU,EDUHSGRAD
2012,2012,NM,New Mexico,19,College graduate,"(34.52088095200048, -106.24058098499967)",College graduate,EDU,EDUCOGRAD
2013,2013,NM,New Mexico,27.5,Some college or technical school,"(34.52088095200048, -106.24058098499967)",Some college or technical school,EDU,EDUCOTEC
2013,2013,NM,New Mexico,34.5,Less than high school,"(34.52088095200048, -106.24058098499967)",Less than high school,EDU,EDUHS
2013,2013,NM,New Mexico,26.7,High school graduate,"(34.52088095200048, -106.24058098499967)",High school graduate,EDU,EDUHSGRAD
2013,2013,NM,New Mexico,18.3,College graduate,"(34.52088095200048, -106.24058098499967)",College graduate,EDU,EDUCOGRAD
2014,2014,NM,New Mexico,29.5,Some college or technical school,"(34.52088095200048, -106.24058098499967)",Some college or technical school,EDU,EDUCOTEC
2014,2014,NM,New Mexico,35.8,Less than high school,"(34.52088095200048, -106.24058098499967)",Less than high school,EDU,EDUHS
2014,2014,NM,New Mexico,28.1,High school graduate,"(34.52088095200048, -106.24058098499967)",High school graduate,EDU,EDUHSGRAD
2014,2014,NM,New Mexico,22.2,College graduate,"(34.52088095200048, -106.24058098499967)",College graduate,EDU,EDUCOGRAD
2015,2015,NM,New Mexico,29.8,Some college or technical school,"(34.52088095200048, -106.24058098499967)",Some college or technical school,EDU,EDUCOTEC
2015,2015,NM,New Mexico,35.1,Less than high school,"(34.52088095200048, -106.24058098499967)",Less than high school,EDU,EDUHS
2015,2015,NM,New Mexico,30.3,High school graduate,"(34.52088095200048, -106.24058098499967)",High school graduate,EDU,EDUHSGRAD
2015,2015,NM,New Mexico,21.1,College graduate,"(34.52088095200048, -106.24058098499967)",College graduate,EDU,EDUCOGRAD
2011,2011,NY,New York,27.1,Some college or technical school,"(42.82700103200045, -75.54397042699964)",Some college or technical school,EDU,EDUCOTEC
2011,2011,NY,New York,27.5,Less than high school,"(42.82700103200045, -75.54397042699964)",Less than high school,EDU,EDUHS
2011,2011,NY,New York,26.9,High school graduate,"(42.82700103200045, -75.54397042699964)",High school graduate,EDU,EDUHSGRAD
2011,2011,NY,New York,18.2,College graduate,"(42.82700103200045, -75.54397042699964)",College graduate,EDU,EDUCOGRAD
2012,2012,NY,New York,25.4,Some college or technical school,"(42.82700103200045, -75.54397042699964)",Some college or technical school,EDU,EDUCOTEC
2012,2012,NY,New York,33,Less than high school,"(42.82700103200045, -75.54397042699964)",Less than high school,EDU,EDUHS
2012,2012,NY,New York,23,High school graduate,"(42.82700103200045, -75.54397042699964)",High school graduate,EDU,EDUHSGRAD
2012,2012,NY,New York,18,College graduate,"(42.82700103200045, -75.54397042699964)",College graduate,EDU,EDUCOGRAD
2013,2013,NY,New York,28,Some college or technical school,"(42.82700103200045, -75.54397042699964)",Some college or technical school,EDU,EDUCOTEC
